diseaseFromSourceMappedId,targetId
EFO_0003756,ENSG00000168137
EFO_0003756,ENSG00000135365
EFO_0003756,ENSG00000055609
EFO_0003756,ENSG00000171587
EFO_0003756,ENSG00000136451
EFO_0003756,ENSG00000011485
EFO_0003756,ENSG00000119772
EFO_0003756,ENSG00000151623
EFO_0003756,ENSG00000169375
EFO_0003756,ENSG00000101126
EFO_0003756,ENSG00000160551
EFO_0003756,ENSG00000115677
EFO_0003756,ENSG00000102879
EFO_0003756,ENSG00000102974
EFO_0003756,ENSG00000080298
EFO_0003756,ENSG00000170871
EFO_0003756,ENSG00000174672
EFO_0003756,ENSG00000273079
EFO_0003756,ENSG00000198963
EFO_0003756,ENSG00000146830
EFO_0003756,ENSG00000214753
EFO_0003756,ENSG00000095787
EFO_0003756,ENSG00000158321
EFO_0003756,ENSG00000112655
EFO_0003756,ENSG00000113569
EFO_0003756,ENSG00000136854
EFO_0003756,ENSG00000173575
EFO_0003756,ENSG00000127955
EFO_0003756,ENSG00000130811
EFO_0003756,ENSG00000145362
EFO_0003756,ENSG00000100888
EFO_0003756,ENSG00000112640
EFO_0003756,ENSG00000168036
EFO_0003756,ENSG00000148737
EFO_0003756,ENSG00000196628
EFO_0003756,ENSG00000116539
EFO_0003756,ENSG00000080603
EFO_0003756,ENSG00000084676
EFO_0003756,ENSG00000198728
EFO_0003756,ENSG00000126464
EFO_0003756,ENSG00000132510
EFO_0003756,ENSG00000184156
EFO_0003756,ENSG00000131095
EFO_0003756,ENSG00000157540
EFO_0003756,ENSG00000131653
EFO_0003756,ENSG00000101040
EFO_0003756,ENSG00000005339
EFO_0003756,ENSG00000166963
EFO_0003756,ENSG00000136535
EFO_0003756,ENSG00000162105
EFO_0003756,ENSG00000114861
EFO_0003756,ENSG00000173064
EFO_0003756,ENSG00000144285
EFO_0003756,ENSG00000204435
EFO_0003756,ENSG00000113595
EFO_0003756,ENSG00000100207
EFO_0003756,ENSG00000171862
EFO_0003756,ENSG00000143442
EFO_0003756,ENSG00000021574
EFO_0003756,ENSG00000160877
EFO_0003756,ENSG00000139613
EFO_0003756,ENSG00000119669
EFO_0003756,ENSG00000036257
EFO_0003756,ENSG00000049618
EFO_0003756,ENSG00000157103
EFO_0003756,ENSG00000177565
EFO_0003756,ENSG00000123066
EFO_0003756,ENSG00000182568
EFO_0003756,ENSG00000165671
EFO_0003756,ENSG00000197283
EFO_0003756,ENSG00000141431
EFO_0003756,ENSG00000146872
EFO_0003756,ENSG00000179915
EFO_0003756,ENSG00000159459
EFO_0003756,ENSG00000150051
EFO_0003756,ENSG00000166206
EFO_0003756,ENSG00000101489
EFO_0003756,ENSG00000128573
EFO_0003756,ENSG00000167522
EFO_0003756,ENSG00000126461
EFO_0003756,ENSG00000205726
EFO_0003756,ENSG00000101337
EFO_0003756,ENSG00000153827
EFO_0003756,ENSG00000136531
EFO_0003756,ENSG00000042753
EFO_0003756,ENSG00000115306
EFO_0003756,ENSG00000145864
EFO_0003756,ENSG00000110066
EFO_0003756,ENSG00000251322
EFO_0003756,ENSG00000109118
EFO_0003756,ENSG00000158445
EFO_0003756,ENSG00000067798
EFO_0003756,ENSG00000092964
EFO_0003756,ENSG00000204406
EFO_0003756,ENSG00000120156
EFO_0003756,ENSG00000196092
EFO_0003756,ENSG00000157445
EFO_0003756,ENSG00000186487
EFO_0003756,ENSG00000177030
EFO_0003756,ENSG00000108557
EFO_0003756,ENSG00000160305
EFO_0003756,ENSG00000005483
EFO_0003756,ENSG00000196361
EFO_0003756,ENSG00000120251
EFO_0003756,ENSG00000103197
EFO_0003756,ENSG00000157933
EFO_0003756,ENSG00000108819
EFO_0003756,ENSG00000197724
EFO_0003756,ENSG00000100393
EFO_0003756,ENSG00000163625
EFO_0003756,ENSG00000088038
EFO_0003756,ENSG00000108510
EFO_0003756,ENSG00000182934
EFO_0003756,ENSG00000156113
EFO_0003756,ENSG00000119866
EFO_0003756,ENSG00000164134
EFO_0003756,ENSG00000117139
EFO_0003756,ENSG00000197102
EFO_0003756,ENSG00000181090
EFO_0003756,ENSG00000198216
EFO_0003756,ENSG00000072518
EFO_0003756,ENSG00000148948
EFO_0003756,ENSG00000196712
