diseaseFromSourceMappedId,targetId
EFO_0004541,ENSG00000103335
EFO_0004541,ENSG00000106327
EFO_0004541,ENSG00000160211
EFO_0004541,ENSG00000163554
EFO_0004541,ENSG00000133805
EFO_0004541,ENSG00000101974
EFO_0004541,ENSG00000075651
EFO_0004541,ENSG00000004939
EFO_0004541,ENSG00000152556
EFO_0004541,ENSG00000112077
EFO_0004541,ENSG00000106633
EFO_0004541,ENSG00000165434
EFO_0004541,ENSG00000213398
EFO_0004541,ENSG00000123739
EFO_0004541,ENSG00000080031
EFO_0004541,ENSG00000164756
EFO_0004541,ENSG00000164062
EFO_0004541,ENSG00000156515
EFO_0004541,ENSG00000166947
EFO_0004541,ENSG00000180815
EFO_0004541,ENSG00000029534
EFO_0004541,ENSG00000178921
EFO_0004541,ENSG00000204516
EFO_0004541,ENSG00000167895
EFO_0004541,ENSG00000240505
EFO_0004541,ENSG00000243649
EFO_0004541,ENSG00000146830
EFO_0004541,ENSG00000198563
EFO_0004541,ENSG00000141959
EFO_0004541,ENSG00000180708
EFO_0004541,ENSG00000135100
EFO_0004541,ENSG00000187045
EFO_0004541,ENSG00000198965
EFO_0004541,ENSG00000159023
EFO_0004541,ENSG00000170180
EFO_0004541,ENSG00000152254
EFO_0004541,ENSG00000206177
EFO_0004541,ENSG00000064687
EFO_0004541,ENSG00000104998
EFO_0004541,ENSG00000165029
EFO_0004541,ENSG00000089685
EFO_0004541,ENSG00000205639
EFO_0004541,ENSG00000167363
EFO_0004541,ENSG00000204130
EFO_0004541,ENSG00000285330
EFO_0004541,ENSG00000154122
EFO_0004541,ENSG00000187837
EFO_0004541,ENSG00000153048
EFO_0004541,ENSG00000105383
EFO_0004541,ENSG00000165702
EFO_0004541,ENSG00000137198
EFO_0004541,ENSG00000001626
EFO_0004541,ENSG00000084674
EFO_0004541,ENSG00000060566
EFO_0004541,ENSG00000198931
EFO_0004541,ENSG00000144306
