diseaseFromSourceMappedId,targetId
OBA_1000032,ENSG00000166603
OBA_1000032,ENSG00000204396
OBA_1000032,ENSG00000080345
OBA_1000032,ENSG00000152270
OBA_1000032,ENSG00000167676
OBA_1000032,ENSG00000101191
OBA_1000032,ENSG00000138688
OBA_1000032,ENSG00000010310
OBA_1000032,ENSG00000066827
