diseaseFromSourceMappedId,targetId
EFO_0007984,ENSG00000152382
EFO_0007984,ENSG00000101166
EFO_0007984,ENSG00000147459
EFO_0007984,ENSG00000203618
EFO_0007984,ENSG00000101162
EFO_0007984,ENSG00000168769
EFO_0007984,ENSG00000204420
EFO_0007984,ENSG00000107099
EFO_0007984,ENSG00000099940
EFO_0007984,ENSG00000135218
EFO_0007984,ENSG00000165702
EFO_0007984,ENSG00000013016
EFO_0007984,ENSG00000185245
EFO_0007984,ENSG00000141458
EFO_0007984,ENSG00000241839
EFO_0007984,ENSG00000010327
EFO_0007984,ENSG00000224389
EFO_0007984,ENSG00000198837
EFO_0007984,ENSG00000076258
EFO_0007984,ENSG00000099937
EFO_0007984,ENSG00000124019
EFO_0007984,ENSG00000034971
EFO_0007984,ENSG00000160271
EFO_0007984,ENSG00000132004
EFO_0007984,ENSG00000111679
EFO_0007984,ENSG00000176390
EFO_0007984,ENSG00000110243
EFO_0007984,ENSG00000042062
EFO_0007984,ENSG00000011485
EFO_0007984,ENSG00000175445
EFO_0007984,ENSG00000169704
EFO_0007984,ENSG00000171456
EFO_0007984,ENSG00000087053
EFO_0007984,ENSG00000161547
EFO_0007984,ENSG00000183765
EFO_0007984,ENSG00000152270
EFO_0007984,ENSG00000249240
EFO_0007984,ENSG00000285245
EFO_0007984,ENSG00000169607
EFO_0007984,ENSG00000110245
EFO_0007984,ENSG00000142961
EFO_0007984,ENSG00000115956
EFO_0007984,ENSG00000161921
EFO_0007984,ENSG00000128829
EFO_0007984,ENSG00000179218
EFO_0007984,ENSG00000242247
EFO_0007984,ENSG00000236320
EFO_0007984,ENSG00000068097
EFO_0007984,ENSG00000101158
EFO_0007984,ENSG00000139835
EFO_0007984,ENSG00000096968
EFO_0007984,ENSG00000270379
EFO_0007984,ENSG00000145703
EFO_0007984,ENSG00000205045
EFO_0007984,ENSG00000175984
EFO_0007984,ENSG00000132669
