diseaseFromSourceMappedId,targetId
EFO_0004536,ENSG00000104870
EFO_0004536,ENSG00000240505
EFO_0004536,ENSG00000126456
EFO_0004536,ENSG00000203747
EFO_0004536,ENSG00000163631
EFO_0004536,ENSG00000204687
EFO_0004536,ENSG00000101745
EFO_0004536,ENSG00000145703
EFO_0004536,ENSG00000010327
EFO_0004536,ENSG00000112787
EFO_0004536,ENSG00000125730
EFO_0004536,ENSG00000104973
EFO_0004536,ENSG00000161955
EFO_0004536,ENSG00000204296
EFO_0004536,ENSG00000048462
EFO_0004536,ENSG00000106266
EFO_0004536,ENSG00000266964
EFO_0004536,ENSG00000072694
EFO_0004536,ENSG00000066827
