diseaseFromSourceMappedId,targetId
EFO_0004343,ENSG00000173250
EFO_0004343,ENSG00000185585
EFO_0004343,ENSG00000167676
EFO_0004343,ENSG00000189367
EFO_0004343,ENSG00000079999
EFO_0004343,ENSG00000042286
EFO_0004343,ENSG00000171105
EFO_0004343,ENSG00000152270
EFO_0004343,ENSG00000064989
EFO_0004343,ENSG00000123612
EFO_0004343,ENSG00000101745
EFO_0004343,ENSG00000166819
EFO_0004343,ENSG00000010327
EFO_0004343,ENSG00000171443
EFO_0004343,ENSG00000132170
EFO_0004343,ENSG00000146830
EFO_0004343,ENSG00000198743
EFO_0004343,ENSG00000064419
EFO_0004343,ENSG00000109047
EFO_0004343,ENSG00000139269
EFO_0004343,ENSG00000005810
EFO_0004343,ENSG00000068976
EFO_0004343,ENSG00000004399
