diseaseFromSourceMappedId,targetId
EFO_0009270,ENSG00000128342
EFO_0009270,ENSG00000125084
EFO_0009270,ENSG00000188487
EFO_0009270,ENSG00000159069
EFO_0009270,ENSG00000002745
EFO_0009270,ENSG00000152595
EFO_0009270,ENSG00000180875
EFO_0009270,ENSG00000162337
EFO_0009270,ENSG00000064195
EFO_0009270,ENSG00000110090
EFO_0009270,ENSG00000137834
EFO_0009270,ENSG00000162552
EFO_0009270,ENSG00000170374
EFO_0009270,ENSG00000181418
EFO_0009270,ENSG00000129214
EFO_0009270,ENSG00000127452
EFO_0009270,ENSG00000125089
EFO_0009270,ENSG00000205213
EFO_0009270,ENSG00000117139
EFO_0009270,ENSG00000135404
EFO_0009270,ENSG00000160339
EFO_0009270,ENSG00000213341
EFO_0009270,ENSG00000137869
