diseaseFromSourceMappedId,targetId
EFO_0005803,ENSG00000168769
EFO_0005803,ENSG00000004939
EFO_0005803,ENSG00000096968
EFO_0005803,ENSG00000070182
EFO_0005803,ENSG00000029534
EFO_0005803,ENSG00000183258
EFO_0005803,ENSG00000188488
EFO_0005803,ENSG00000161547
EFO_0005803,ENSG00000139618
EFO_0005803,ENSG00000110799
EFO_0005803,ENSG00000119772
EFO_0005803,ENSG00000117601
EFO_0005803,ENSG00000106991
EFO_0005803,ENSG00000115524
EFO_0005803,ENSG00000184500
EFO_0005803,ENSG00000244734
EFO_0005803,ENSG00000115718
EFO_0005803,ENSG00000088926
EFO_0005803,ENSG00000141510
EFO_0005803,ENSG00000179218
EFO_0005803,ENSG00000171456
EFO_0005803,ENSG00000183765
