diseaseFromSourceMappedId,targetId
EFO_0004584,ENSG00000110934
EFO_0004584,ENSG00000168769
EFO_0004584,ENSG00000205436
EFO_0004584,ENSG00000146376
EFO_0004584,ENSG00000187800
EFO_0004584,ENSG00000145703
EFO_0004584,ENSG00000179218
EFO_0004584,ENSG00000169607
EFO_0004584,ENSG00000162722
EFO_0004584,ENSG00000005961
EFO_0004584,ENSG00000131504
EFO_0004584,ENSG00000165702
EFO_0004584,ENSG00000203618
EFO_0004584,ENSG00000101162
EFO_0004584,ENSG00000160145
EFO_0004584,ENSG00000185245
EFO_0004584,ENSG00000183765
EFO_0004584,ENSG00000133069
EFO_0004584,ENSG00000167460
EFO_0004584,ENSG00000142961
EFO_0004584,ENSG00000139725
EFO_0004584,ENSG00000071205
EFO_0004584,ENSG00000259207
EFO_0004584,ENSG00000149177
EFO_0004584,ENSG00000169214
EFO_0004584,ENSG00000175727
EFO_0004584,ENSG00000107099
EFO_0004584,ENSG00000165124
EFO_0004584,ENSG00000099331
EFO_0004584,ENSG00000164181
EFO_0004584,ENSG00000152382
EFO_0004584,ENSG00000205639
EFO_0004584,ENSG00000240505
EFO_0004584,ENSG00000175984
