diseaseFromSourceMappedId,targetId
EFO_0004627,ENSG00000099769
EFO_0004627,ENSG00000248144
EFO_0004627,ENSG00000176714
EFO_0004627,ENSG00000116183
EFO_0004627,ENSG00000140443
EFO_0004627,ENSG00000123384
EFO_0004627,ENSG00000096968
EFO_0004627,ENSG00000136011
EFO_0004627,ENSG00000106128
EFO_0004627,ENSG00000038945
EFO_0004627,ENSG00000164631
EFO_0004627,ENSG00000010327
EFO_0004627,ENSG00000162009
EFO_0004627,ENSG00000117139
EFO_0004627,ENSG00000118702
EFO_0004627,ENSG00000178252
EFO_0004627,ENSG00000285947
EFO_0004627,ENSG00000121853
EFO_0004627,ENSG00000243989
EFO_0004627,ENSG00000198535
EFO_0004627,ENSG00000149177
EFO_0004627,ENSG00000146674
EFO_0004627,ENSG00000171564
EFO_0004627,ENSG00000112541
EFO_0004627,ENSG00000167779
EFO_0004627,ENSG00000185480
EFO_0004627,ENSG00000129214
EFO_0004627,ENSG00000113448
EFO_0004627,ENSG00000128655
EFO_0004627,ENSG00000162032
EFO_0004627,ENSG00000011677
EFO_0004627,ENSG00000095906
EFO_0004627,ENSG00000259384
EFO_0004627,ENSG00000131482
EFO_0004627,ENSG00000084734
EFO_0004627,ENSG00000133124
EFO_0004627,ENSG00000114786
