diseaseFromSourceMappedId,targetId
EFO_0007993,ENSG00000176170
EFO_0007993,ENSG00000148400
EFO_0007993,ENSG00000008710
EFO_0007993,ENSG00000248672
EFO_0007993,ENSG00000068976
EFO_0007993,ENSG00000196712
EFO_0007993,ENSG00000155903
EFO_0007993,ENSG00000183153
EFO_0007993,ENSG00000180871
EFO_0007993,ENSG00000048405
EFO_0007993,ENSG00000118046
EFO_0007993,ENSG00000112077
EFO_0007993,ENSG00000152242
EFO_0007993,ENSG00000198055
EFO_0007993,ENSG00000096968
EFO_0007993,ENSG00000081041
EFO_0007993,ENSG00000005381
EFO_0007993,ENSG00000185989
EFO_0007993,ENSG00000173575
EFO_0007993,ENSG00000179218
EFO_0007993,ENSG00000101745
EFO_0007993,ENSG00000105397
EFO_0007993,ENSG00000054219
EFO_0007993,ENSG00000078369
EFO_0007993,ENSG00000124875
EFO_0007993,ENSG00000181444
EFO_0007993,ENSG00000177663
EFO_0007993,ENSG00000159069
EFO_0007993,ENSG00000141458
EFO_0007993,ENSG00000105122
EFO_0007993,ENSG00000172936
EFO_0007993,ENSG00000254709
EFO_0007993,ENSG00000171456
EFO_0007993,ENSG00000064932
EFO_0007993,ENSG00000204560
EFO_0007993,ENSG00000151414
EFO_0007993,ENSG00000204388
EFO_0007993,ENSG00000135218
EFO_0007993,ENSG00000165702
EFO_0007993,ENSG00000163466
EFO_0007993,ENSG00000004939
EFO_0007993,ENSG00000100241
EFO_0007993,ENSG00000072786
EFO_0007993,ENSG00000127528
EFO_0007993,ENSG00000240505
