diseaseFromSourceMappedId,targetId
Orphanet_309005,ENSG00000130164
Orphanet_309005,ENSG00000132855
Orphanet_309005,ENSG00000110245
Orphanet_309005,ENSG00000167772
Orphanet_309005,ENSG00000169174
Orphanet_309005,ENSG00000084674
Orphanet_309005,ENSG00000171456
Orphanet_309005,ENSG00000095059
