diseaseFromSourceMappedId,targetId
OBA_1001085,ENSG00000173250
OBA_1001085,ENSG00000166603
OBA_1001085,ENSG00000101745
OBA_1001085,ENSG00000080345
OBA_1001085,ENSG00000165572
OBA_1001085,ENSG00000101191
OBA_1001085,ENSG00000024048
OBA_1001085,ENSG00000138688
OBA_1001085,ENSG00000175426
