diseaseFromSourceMappedId,targetId
GO_0036273,ENSG00000167772
GO_0036273,ENSG00000152270
GO_0036273,ENSG00000012504
GO_0036273,ENSG00000130173
GO_0036273,ENSG00000109758
GO_0036273,ENSG00000185002
GO_0036273,ENSG00000143921
GO_0036273,ENSG00000130204
