diseaseFromSourceMappedId,targetId
EFO_0009188,ENSG00000106327
EFO_0009188,ENSG00000171456
EFO_0009188,ENSG00000110245
EFO_0009188,ENSG00000206177
EFO_0009188,ENSG00000187045
EFO_0009188,ENSG00000161547
EFO_0009188,ENSG00000114626
EFO_0009188,ENSG00000113013
EFO_0009188,ENSG00000204613
EFO_0009188,ENSG00000101310
EFO_0009188,ENSG00000113504
EFO_0009188,ENSG00000213398
EFO_0009188,ENSG00000177084
EFO_0009188,ENSG00000075651
EFO_0009188,ENSG00000103335
EFO_0009188,ENSG00000158578
EFO_0009188,ENSG00000164062
EFO_0009188,ENSG00000101745
EFO_0009188,ENSG00000179218
EFO_0009188,ENSG00000159023
EFO_0009188,ENSG00000072274
EFO_0009188,ENSG00000096968
EFO_0009188,ENSG00000166925
EFO_0009188,ENSG00000168769
EFO_0009188,ENSG00000244734
EFO_0009188,ENSG00000169877
EFO_0009188,ENSG00000196235
EFO_0009188,ENSG00000114346
EFO_0009188,ENSG00000080031
EFO_0009188,ENSG00000135218
EFO_0009188,ENSG00000105610
EFO_0009188,ENSG00000172057
EFO_0009188,ENSG00000163468
EFO_0009188,ENSG00000147649
EFO_0009188,ENSG00000189050
EFO_0009188,ENSG00000084774
EFO_0009188,ENSG00000155506
EFO_0009188,ENSG00000100209
EFO_0009188,ENSG00000073060
EFO_0009188,ENSG00000042429
EFO_0009188,ENSG00000004939
EFO_0009188,ENSG00000146047
EFO_0009188,ENSG00000029534
EFO_0009188,ENSG00000175054
EFO_0009188,ENSG00000115524
EFO_0009188,ENSG00000138246
EFO_0009188,ENSG00000137198
EFO_0009188,ENSG00000080839
EFO_0009188,ENSG00000124508
EFO_0009188,ENSG00000235169
EFO_0009188,ENSG00000174358
EFO_0009188,ENSG00000135587
EFO_0009188,ENSG00000164010
EFO_0009188,ENSG00000148300
EFO_0009188,ENSG00000140497
EFO_0009188,ENSG00000153048
EFO_0009188,ENSG00000101974
EFO_0009188,ENSG00000183508
EFO_0009188,ENSG00000158553
EFO_0009188,ENSG00000123739
EFO_0009188,ENSG00000213390
EFO_0009188,ENSG00000108239
EFO_0009188,ENSG00000115657
EFO_0009188,ENSG00000101670
EFO_0009188,ENSG00000100385
EFO_0009188,ENSG00000162722
