diseaseFromSourceMappedId,targetId
EFO_0004348,ENSG00000179218
EFO_0004348,ENSG00000143627
EFO_0004348,ENSG00000135766
EFO_0004348,ENSG00000122729
EFO_0004348,ENSG00000111252
EFO_0004348,ENSG00000164062
EFO_0004348,ENSG00000269858
EFO_0004348,ENSG00000163631
EFO_0004348,ENSG00000187098
EFO_0004348,ENSG00000168769
EFO_0004348,ENSG00000137404
EFO_0004348,ENSG00000244734
EFO_0004348,ENSG00000170214
EFO_0004348,ENSG00000152556
EFO_0004348,ENSG00000187045
EFO_0004348,ENSG00000240505
EFO_0004348,ENSG00000115524
EFO_0004348,ENSG00000004939
EFO_0004348,ENSG00000104870
EFO_0004348,ENSG00000081052
EFO_0004348,ENSG00000130427
EFO_0004348,ENSG00000137834
EFO_0004348,ENSG00000008710
EFO_0004348,ENSG00000106327
EFO_0004348,ENSG00000133805
EFO_0004348,ENSG00000169031
EFO_0004348,ENSG00000084674
EFO_0004348,ENSG00000198569
EFO_0004348,ENSG00000105610
EFO_0004348,ENSG00000172354
EFO_0004348,ENSG00000244623
EFO_0004348,ENSG00000141959
EFO_0004348,ENSG00000161671
EFO_0004348,ENSG00000079689
