diseaseFromSourceMappedId,targetId
EFO_0004980,ENSG00000166603
EFO_0004980,ENSG00000156140
EFO_0004980,ENSG00000140470
EFO_0004980,ENSG00000138688
EFO_0004980,ENSG00000049192
EFO_0004980,ENSG00000138193
EFO_0004980,ENSG00000185313
EFO_0004980,ENSG00000171812
EFO_0004980,ENSG00000116183
EFO_0004980,ENSG00000138829
EFO_0004980,ENSG00000101191
EFO_0004980,ENSG00000127948
EFO_0004980,ENSG00000169231
EFO_0004980,ENSG00000117139
EFO_0004980,ENSG00000136122
EFO_0004980,ENSG00000113140
EFO_0004980,ENSG00000167264
EFO_0004980,ENSG00000169855
EFO_0004980,ENSG00000106624
EFO_0004980,ENSG00000133193
EFO_0004980,ENSG00000185960
EFO_0004980,ENSG00000142871
EFO_0004980,ENSG00000154358
EFO_0004980,ENSG00000137776
EFO_0004980,ENSG00000113296
EFO_0004980,ENSG00000113389
EFO_0004980,ENSG00000103196
EFO_0004980,ENSG00000248713
